平台,C门店ID,平台ID,最新评分,均值评分,最新店铺分,记录数
美团,C04203,28312390,4.6,4.363333333333333,79.0,30
美团,C04225,13886370,4.6,4.6,77.0,30
美团,C04246,18338564,4.1,4.096666666666667,97.0,30
美团,C04261,7080229,4.6,4.486666666666666,98.0,30
美团,C04267,13202571,4.5,4.5233333333333325,78.0,30
美团,C04363,12919796,4.8,4.706666666666666,98.0,30
美团,C04390,5312245,4.2,4.173333333333334,77.0,30
美团,C04447,9331192,4.3,4.24,76.0,10
美团,C04450,15248460,4.3,4.066666666666666,98.0,30
美团,C04502,5806429,4.5,4.5,99.0,30
美团,C04561,8185319,4.4,4.336666666666667,92.0,30
美团,C04616,28327994,4.4,4.67,78.0,30
美团,C04638,5999068,0.0,0.0,48.0,25
美团,C04683,6776345,4.3,4.19,98.0,30
美团,C04749,5994354,4.4,4.2,97.0,30
美团,C04763,6578006,4.8,4.776666666666667,79.0,30
美团,C04764,10410586,4.6,4.6,79.0,30
美团,C04775,6716479,0.0,0.0,68.0,30
美团,C04865,6165855,4.6,4.633333333333334,99.0,30
美团,C04902,19358068,0.0,0.0,49.0,30
美团,C04926,6716478,4.8,4.753333333333333,98.0,30
美团,C04946,6120463,0.0,0.0,78.0,23
美团,C05017,8516324,3.9,3.6933333333333334,96.0,30
美团,C05047,6276374,4.4,4.4766666666666675,78.0,30
美团,C05056,6842035,4.4,4.493333333333334,97.0,30
美团,C05093,14016862,0.0,0.0,56.0,30
美团,C05106,6904194,4.8,4.696666666666667,98.0,30
美团,C05128,6776350,4.1,3.8966666666666665,97.0,30
美团,C05138,8914692,4.7,4.69,98.0,30
美团,C05140,26816279,4.7,4.7,79.0,30
美团,C05160,9511532,4.5,4.41,97.0,30
美团,C05227,9784039,0.0,0.7266666666666667,61.0,30
美团,C05231,6716484,4.0,3.9833333333333334,96.0,30
美团,C05237,7880796,4.5,4.376666666666667,97.0,30
美团,C05312,6842037,4.4,0.14666666666666667,77.0,30
美团,C05336,6674953,4.7,3.7366666666666664,99.0,30
美团,C05402,6984701,4.6,4.656666666666666,99.0,30
美团,C05419,25504532,4.7,4.616666666666666,99.0,30
美团,C05446,9117554,4.6,4.6,73.0,30
美团,C05461,7025893,4.4,4.432,88.0,25
美团,C05477,13653715,4.6,4.753333333333333,79.0,30
美团,C05482,5311757,0.0,0.0,69.0,30
美团,C05483,7149163,0.0,2.268,39.0,25
美团,C05533,7467915,4.6,4.7266666666666675,79.0,30
美团,C05555,7810474,4.5,4.46,95.0,30
美团,C05636,8317388,0.0,0.0,58.0,22
美团,C05671,7298566,4.4,4.23,76.0,30
美团,C05703,23741750,4.4,4.4,78.0,30
美团,C05727,26065394,4.6,4.5,99.0,30
美团,C05736,7477504,4.6,4.66,99.0,30
美团,C05780,29539859,4.8,4.76,99.0,30
美团,C05798,7502754,4.6,4.54,95.0,30
美团,C05817,27368303,4.0,4.293333333333334,96.0,30
美团,C05840,7502761,0.0,0.0,57.0,30
美团,C05901,17805681,4.6,4.583333333333333,87.0,30
美团,C05908,10052945,4.5,4.609999999999999,97.0,30
美团,C05953,7717587,0.0,0.0,68.0,30
美团,C05955,26321901,0.0,0.0,40.0,25
美团,C06008,7805907,4.3,4.346666666666667,91.0,30
美团,C06013,7879952,4.1,4.553333333333333,98.0,30
美团,C06017,18433172,4.3,4.413333333333333,88.0,30
美团,C06071,7690707,4.6,0.9233333333333333,79.0,30
美团,C06082,9009268,4.2,4.346666666666667,97.0,30
美团,C06087,8825286,0.0,1.9479999999999997,39.0,25
美团,C06117,8073992,4.5,4.493333333333334,97.0,30
美团,C06126,7814540,4.6,4.546666666666667,98.0,30
美团,C06178,8398338,0.0,3.824,69.0,25
美团,C06258,25863313,4.3,4.18,98.0,30
美团,C06259,8563969,4.1,4.12,76.0,30
美团,C06342,26772372,4.1,4.430000000000001,98.0,30
美团,C06352,8185320,4.4,4.536,58.0,25
美团,C06353,7964709,4.1,4.11,70.0,30
美团,C06366,7980019,0.0,0.0,39.0,25
美团,C06385,8745153,4.6,4.713333333333334,97.0,30
美团,C06396,8113862,4.8,4.703333333333333,95.0,30
美团,C06403,8358043,4.6,4.6,99.0,30
美团,C06423,14016570,4.2,4.023333333333333,77.0,30
美团,C06427,8348101,4.2,3.9566666666666666,95.0,30
美团,C06440,8370812,0.0,0.0,33.0,25
美团,C06459,8578080,4.6,4.6,77.0,30
美团,C06480,8976726,4.3,4.3,94.0,1
美团,C06558,8354708,4.0,4.093333333333333,96.0,30
美团,C06626,31174152,0.0,0.0,66.0,30
美团,C06650,8698962,4.7,4.653333333333333,99.0,30
美团,C06682,12785684,0.0,0.0,68.0,30
美团,C06702,8667166,4.6,4.633333333333334,98.0,30
美团,C06720,9571549,4.3,4.226666666666667,97.0,30
美团,C06724,8471115,0.0,0.0,70.0,30
美团,C06734,8996822,3.9,4.256666666666667,76.0,30
美团,C06753,25986203,0.0,0.0,63.0,30
美团,C06760,8645938,0.0,0.0,68.0,30
美团,C06819,8745379,4.2,3.05,77.0,30
美团,C06841,8641561,4.6,4.58,99.0,30
美团,C06919,9415691,0.0,0.0,89.0,30
美团,C06926,20360959,0.0,0.0,68.0,30
美团,C07072,15932094,4.5,4.5633333333333335,98.0,30
美团,C07095,8773520,0.0,0.0,59.0,10
美团,C07119,8991603,4.1,4.183333333333334,96.0,30
美团,C07120,9176225,4.5,4.5,98.0,30
美团,C07160,8914323,4.5,4.6066666666666665,95.0,30
美团,C07162,9104934,4.5,4.66,95.0,30
美团,C07165,9474804,4.5,4.346666666666667,71.0,30
美团,C07193,24182576,4.1,4.1,97.0,30
美团,C07217,27467282,4.5,4.426666666666667,79.0,30
美团,C07222,9798874,0.0,0.0,88.0,30
美团,C07253,9389179,0.0,0.0,89.0,30
美团,C07278,7149160,0.0,0.0,55.0,4
美团,C07294,10485516,4.5,4.47,78.0,30
美团,C07303,9117553,4.5,4.596666666666666,92.0,30
美团,C07312,9569452,4.9,4.683333333333334,74.0,30
美团,C07334,9621849,4.5,4.483333333333333,77.0,30
美团,C07470,3026431,0.0,0.0,89.0,30
美团,C07493,14283590,3.8,3.7766666666666664,93.0,30
美团,C07581,27978608,0.0,4.073333333333333,89.0,30
美团,C07582,9621947,4.5,4.35,98.0,30
美团,C07605,10052957,4.6,4.546666666666667,98.0,30
美团,C07606,10025474,4.2,4.37,97.0,30
美团,C07642,18282959,4.3,4.203333333333333,97.0,30
美团,C07646,15165753,4.6,4.583333333333333,98.0,30
美团,C07661,3632183,4.7,4.6066666666666665,98.0,30
美团,C07662,11147407,0.0,0.0,40.0,21
美团,C07666,12897407,4.0,4.046666666666666,73.0,30
美团,C07685,27467838,4.6,4.653333333333333,99.0,30
美团,C07737,15996133,4.5,4.5,98.0,30
美团,C07760,10131922,4.5,4.423333333333334,98.0,30
美团,C07764,9589648,4.2,4.283333333333333,98.0,30
美团,C07780,9579176,0.0,0.0,35.0,25
美团,C07790,27189714,4.5,4.5,73.0,30
美团,C07812,9832139,4.3,4.243333333333333,97.0,30
美团,C07813,9693152,4.5,4.543333333333333,98.0,30
美团,C07814,17948098,3.8,4.1,76.0,30
美团,C07839,9621848,4.5,4.5,78.0,30
美团,C07887,9382449,4.5,4.5,99.0,30
美团,C07901,10911956,4.4,4.59,98.0,30
美团,C07923,11024319,0.0,3.4699999999999998,77.0,30
美团,C07960,10046757,4.3,4.383333333333334,98.0,30
美团,C08045,10088996,4.8,4.66,97.0,30
美团,C08048,17805803,0.0,3.6,88.0,30
美团,C08076,10211328,4.3,4.356666666666667,97.0,30
美团,C08088,10117835,3.7,3.89,96.0,30
美团,C08100,10212820,4.3,4.180000000000001,97.0,30
美团,C08101,10209227,4.3,4.233333333333333,58.0,18
美团,C08122,13256987,4.1,4.336666666666667,88.0,30
美团,C08132,14722469,4.5,4.483333333333333,79.0,30
美团,C08142,10211481,0.0,0.0,38.0,14
美团,C08198,18506892,4.6,4.403333333333333,78.0,30
美团,C08204,17401161,4.1,1.3633333333333333,97.0,30
美团,C08234,10257672,0.0,3.196,57.0,25
美团,C08309,17660475,0.0,0.0,78.0,30
美团,C08311,10383223,4.7,4.703333333333333,77.0,30
美团,C08340,12919795,4.5,4.4,0.0,30
美团,C08374,10734164,4.8,4.72,97.0,30
美团,C08423,10770283,4.6,4.636666666666667,77.0,30
美团,C08443,10710419,4.1,4.176666666666667,76.0,30
美团,C08504,11437757,4.5,0.15,98.0,30
美团,C08553,10917066,4.9,4.62,76.0,30
美团,C08570,5429258,4.5,4.463333333333334,98.0,30
美团,C08571,7573852,4.5,4.62,98.0,30
美团,C08581,12393944,4.2,4.066666666666666,78.0,30
美团,C08597,11035464,4.7,4.596666666666667,77.0,30
美团,C08646,11028681,4.3,4.306666666666667,93.0,30
美团,C08708,11154517,4.5,4.653333333333333,78.0,30
美团,C08735,11948784,3.4,3.49,75.0,30
美团,C08796,15281570,4.6,4.543333333333333,98.0,30
美团,C08799,31742023,4.2,4.183333333333334,66.0,30
美团,C08881,13404401,0.0,0.0,88.0,30
美团,C08895,11616645,4.2,2.36,97.0,30
美团,C08948,14282682,4.6,4.746666666666667,98.0,30
美团,C09001,13110756,0.0,0.0,35.0,24
美团,C09010,12111662,4.1,4.01,97.0,30
美团,C09015,11765852,0.0,0.0,40.0,25
美团,C09023,12150133,4.6,4.486666666666666,97.0,30
美团,C09039,13860852,4.4,4.36,98.0,30
美团,C09064,2947445,4.3,4.430000000000001,97.0,30
美团,C09099,14214252,4.5,4.5,98.0,5
美团,C09103,29926983,0.0,0.0,58.0,30
美团,C09104,11485413,4.4,4.596666666666667,98.0,30
美团,C09146,12192708,4.4,4.286666666666666,98.0,30
美团,C09165,26025255,4.5,4.4,98.0,30
美团,C09171,7225403,4.6,4.546666666666667,98.0,30
美团,C09193,23639516,4.5,4.466666666666667,98.0,30
