门店ID,门店名称,分公司,战区,省区,办事处,门店状态,门店类型,加盟&直营,门店分类,美团id,饿了么id,京东秒送id,微盟小程序id,口碑id,美团团购id,抖音id,快手id,高德平台id,TCODE,是否能做线上
C12551,四川南部西街店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,街铺,19648761,,,,,,,,,1,是
C12552,四川仪陇德龍广场店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,街铺,19648762,,,,,,,,,1,是
C12553,四川南部白鹤香洲店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,街铺,19648760,,,,,,,,,1,是
C12555,郑州战区乐鲜装地推账户,陕西公司,郑州战区,河南省区,郑州办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,否
C12556,贵州美团优选电商店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,否
C12557,德州庆云县昆仑购物广场店,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,综合体,19818002,513091627,,6016774539849,,1031457077,7299746437481367578,,,1,是
C12558,重庆大足MK广场店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,综合体,,,,,,,,,,1,是
C12559,宁德运生体育场专卖店,江西公司,福州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,,,,6016638574849,,1769779908,,,,1,是
C12560,杭州富阳万达店,浙江公司,杭州战区,浙江省区,宁波办,关店,专卖店,加盟,综合体,19734379,1178398728,,6016638909849,,977275035,7301192448351406080,,,1,是
C12561,义乌工人北路店,浙江公司,杭州战区,浙江省区,金衢办,关店,专卖店,加盟,街铺,19538933,512591562,,6016624751849,,1088316509,7294897037265340450,,,1,是
C12562,江苏盐城大丰金丰鹿角巷店,浙江公司,苏州战区,江苏省区,南京办,关店,专卖店,加盟,街铺,26550282,526490064,,6016728016849,,1071636899,7382104960902629402,3005118679842492951,,1,是
C12563,株洲茶陵犀城广场店,江西公司,长沙战区,湖南省区,株洲办,关店,专卖店,加盟,街铺,,,,,,,,,,1,否
C12565,株洲茶陵朝阳路店,江西公司,长沙战区,湖南省区,株洲办,关店,专卖店,加盟,街铺,19663518,1178292364,,6016830254849,,1484591266,7298921099750803492,,,1,是
C12566,直属长沙万家丽广场店,江西公司,长沙战区,湖南省区,长沙办,正常营业,专卖店,直营,综合体,2500993,155849148,15861059.0,6015164318849,197513,158772902,6601144483000092675,6724909506102003899,,1,是
C12567,长春岭东路店,陕西公司,沈阳战区,辽吉省区,长春办,关店,专卖店,加盟,街铺,17005587,1141743815,,,,1239833086,7218089058025605124,3003622896456274274,,1,未知
C12568,昆山市华润万家店,浙江公司,苏州战区,上海省区,上海一办,关店,专卖店,加盟,商超,20736657,515166674,,6016753294849,,1185299945,7325582628654942217,,,1,是
C12569,东莞大朗大和专卖店,广东公司,东莞战区,广东省区,东莞办,关店,专卖店,加盟,综合体,,,,,,,,,,1,是
C12570,龙岗中心金地龙城专卖店,广东公司,深圳战区,广东省区,龙岗办,关店,专卖店,加盟,街铺,21236637,516965561,17210599.0,6016683812849,,1731762395,7356806791012812837,,,1,是
C12571,九江烟水亭店,江西公司,九江战区,江西二区,九江办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C12572,厦门海沧霞阳专卖店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C12573,上饶广信信江明珠店,江西公司,抚州战区,江西二区,上饶办,正常营业,专卖店,加盟,街铺,19952630,,,6016781881849,,588986795,7302303844254353462,,2025111911077000000113671651|xiniu_xgc_bgc,1,是
C12574,不使用,江西公司,南昌战区,江西二区,南昌三办,关店,,直营,,,,,,,,,,,1,否
C12575,直属中海朝阳郡熙岸店,江西公司,南昌一战区,江西二区,南昌三办,正常营业,专卖店,直营,街铺,19706766,1178273186,14262336.0,6017186632849,,925905732,7298911225553881122,3004303213344302395,2025111911077000000113620698|xiniu_xgc_bgc,1,是
C12576,直属遵义红花岗思乐为广场店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,直营,街铺,,,,,,,,,,1,是
C12577,沈阳龙之梦比优特店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,综合体,,,,,,,,,,1,否
C12578,沈阳五中比优特店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,综合体,25989788,512950527,15967988.0,6016631102849,,1955937194,7121704177176152098,3004736454983655987,2025111911077000000113647669|xiniu_xgc_bgc,1,是
C12579,宜春上高上新村店,江西公司,宜春战区,江西二区,宜春办,关店,专卖店,加盟,特殊渠道,,,,,,,,,,1,是
C12580,儋州解放北路专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,街铺,,,,,,,7325282859236493331,,,1,是
C12581,丰城东方铭城店,江西公司,南昌二战区,江西一区,丰新办,正常营业,专卖店,加盟,街铺,19750467,517700828,17662742.0,6016630586849,,815038196,7298933434423740466,3004305562909746949,2025112011077000000113681713|xiniu_xgc_bgc,1,是
C12582,丰城新世纪家园店,江西公司,南昌二战区,江西一区,丰新办,关店,专卖店,加盟,街铺,19750448,,,6016631475849,,1303227682,7298921323764385807,3004305563555113051,,1,是
C12583,上饶婺源赋春店,江西公司,抚州战区,江西二区,景德镇办,正常营业,专卖店,加盟,街铺,,,,6016781497849,,,7301872587439605769,,,1,是
C12585,厦门集美大学湾店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,街铺,19760934,1178080861,,6016638519849,,1863615054,7303923834582501427,,,1,是
C12586,杭州转塘奥莱金街店,浙江公司,杭州战区,浙江省区,宁波办,关店,专卖店,加盟,街铺,19754369,1177984173,,6016629595849,,1218372972,7299049413786208271,,,1,是
C12587,六盘水万达二店,重庆公司,贵阳战区,云贵省区,贵阳办,正常营业,专卖店,加盟,综合体,27372943,,16638125.0,6016638024849,,1913598591,7299282117916100623,,,1,是
C12588,南宁数字科技学院专柜店,广东公司,南宁战区,广西省区,南宁办,关店,专柜店,加盟,特殊渠道,,,,,,,,,,1,否
C12589,凤凰印象新天地,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,街铺,19875831,,,6017188976849,,1565066966,7301887528062158874,,2025112011077000000113703720|xiniu_xgc_bgc,1,是
C12590,九江共青南航科院专柜,江西公司,九江战区,江西二区,九江办,关店,专柜店,加盟,特殊渠道,,,,,,,,,,1,是
C12591,合肥华盛广场店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,加盟,街铺,21175989,1204229511,,6016838617849,,1944806866,7355374962284169231,,,1,是
C12592,直属山西太原万科蓝山店,陕西公司,西安战区,山西办,山西办,关店,专卖店,直营,街铺,19913523,1183469526,,6016775004849,,,7299686019568240640,,,1,是
C12593,直属广州天河车陂专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,直营,交通枢纽,5806434,166991264.0,,6014224760849,,169750383.0,6626336895833999368,,,1,
C12595,直属杭州江晖路地铁商业街店,浙江公司,杭州战区,浙江省区,杭州办,正常营业,专卖店,直营,交通枢纽,20203584,1184698436,15967992.0,6016717009849,,1133009835,7318284153211635746,,,1,是
C12596,陕西商洛山阳爱尚良品超市专柜店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12597,山西太原武宿机场三店,陕西公司,西安战区,山西办,山西办,关店,专柜店,加盟,高势能,,,,,,,,,,1,是
C12598,大连校园自动贩售机渠道店,陕西公司,沈阳战区,辽吉省区,大连办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,否
C12599,宜春安义县长均购物中心店,江西公司,南昌二战区,江西二区,宜春办,关店,专卖店,加盟,综合体,,,,,,,7303928254002366502,,,1,是
C12600,吉安新干步行街店,江西公司,宜春战区,江西一区,吉安办,关店,专卖店,加盟,街铺,19688219,,,,,764716499,7298911167445993524,,,1,是
C12601,福州浦上地铁站美宜佳专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12602,宁德天茂城市广场专卖店,江西公司,福州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,19760978,513617198,,6016655802849,,1065927751,7304104299879991308,,,1,是
C12603,温州潘凤专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,10565515,501365577,,6016635356849,,1672365294,,,,1,是
C12605,直属西安太乙城店,陕西公司,西安战区,陕西省区,西安办,关店,专卖店,直营,综合体,19809259,1184710779,,6016775806849,,545104897,7303349863839467535,,,1,是
C12606,遵义习水万达广场店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,综合体,20095209,1198010883,,6016636577849,,955945109,7317128968388216870,,,1,是
C12607,澄迈富力红树湾店,广东公司,海口战区,海南办,海南办,关店,渠道店,加盟,交通枢纽,,,,,,,,,,1,是
C12608,加盟深圳光明大仟里店,其他,深圳战区,独椒戏,独椒戏(深圳),正常营业,,加盟,,,,,,,,,,,1,
C12609,冷水江锑都大厦2店,江西公司,长沙战区,湖南省区,长沙办,关店,专卖店,加盟,街铺,18379523,,,6016844770849,,589017739,7072943884019435533,,,1,是
C12610,赣州赣县梅林古镇店,江西公司,赣州战区,江西一区,赣州办,正常营业,专卖店,加盟,街铺,20046189,513990187,16384038.0,6016783401849,,,7318315771279443994,3004682102911248970,2026030911077000000115223933|xiniu_xgc_bgc,1,是
C12611,赣州于都路专卖店,江西公司,赣州战区,江西一区,赣州办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12612,龙华福城天虹美食街店,广东公司,深圳战区,广东省区,宝安办,正常营业,专卖店,加盟,综合体,20059734,517070052,,6016690205849,,1915574370,6819247742146185216,3002893210500501772,2025112011077000000113698727|xiniu_xgc_bgc,1,是
C12613,上饶玉山天街店,江西公司,抚州战区,江西二区,上饶办,正常营业,专卖店,加盟,商超,19907843,1183390779,16189138.0,6016781780849,,1440881674,7300060022485026827,,2025111911077000000113643652|xiniu_xgc_bgc,1,是
C12615,上饶职院专柜店,江西公司,抚州战区,江西二区,上饶办,关店,专柜店,加盟,特殊渠道,,,,,,,,,,1,是
C12616,云南楚雄专柜店,重庆公司,贵阳战区,云贵省区,昆明办,关店,专柜店,加盟,高势能,,,,,,,,,,1,否
C12617,赣州龙南博美店,江西公司,赣州战区,江西一区,赣州办,关店,专卖店,加盟,街铺,20517715,515086076,16256737.0,6016781577849,,1716819411,7339031319273293861,,2025112011077000000113658767|xiniu_xgc_bgc,1,是
C12618,天津信誉楼专柜店,陕西公司,北京战区,京津冀省区,天津办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12619,陕西汉中勉县服务区北区店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12620,陕西汉中勉县服务区南区店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12621,陕西汉中天汉水城服务区西区,陕西公司,西安战区,陕西省区,陕西外阜办,暂停营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12622,陕西汉中服务区北区店,陕西公司,西安战区,陕西省区,陕西外阜办,正常营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12623,陕西汉中服务区南区店,陕西公司,西安战区,陕西省区,陕西外阜办,暂停营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12625,陕西汉中天汉水城服务区东区店,陕西公司,西安战区,陕西省区,陕西外阜办,暂停营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12626,鹰抚抚州南湖路菜场店,江西公司,抚州战区,江西一区,鹰抚办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C12627,遵义习水杉王大道店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,街铺,20095212,1198210833,,6016639215849,,886751480,7308563298037811235,,,1,是
C12628,长沙岳麓区格林星城店,江西公司,长沙战区,湖南省区,长沙办,关店,专卖店,加盟,街铺,19780048,1178186622,,6016659410849,,,7301548277131675674,,,1,是
C12629,四川高县财富中心店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,综合体,,,,,,,,,,1,是
C12630,福州福清市福购多超市石井店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,街铺,19923049,1182909932,,6016650101849,,563998244,7307442775086073919,,,1,是
C12631,福州福清市福购多超市福耀店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,街铺,21588295,,,,,,,,,1,是
C12632,福州福清市福购多超市中恒首府店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,街铺,20747071,1196489562,,6016671922849,,1087847181,7346446140797093942,,,1,是
C12633,鹰抚抚州职业技术学校专柜,江西公司,抚州战区,江西一区,鹰抚办,关店,专柜店,加盟,特殊渠道,,,,,,,,,,1,是
C12634,不使用,江西公司,抚州战区,江西一区,鹰抚办,关店,,加盟,,,,,,164772.0,,,,,1,是
C12635,鹰抚抚州幼儿师范学校专柜,江西公司,抚州战区,江西一区,鹰抚办,关店,专柜店,加盟,特殊渠道,,,,,,,,,,1,是
C12637,赣州中航公园专柜店,江西公司,赣州战区,江西一区,赣州办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12639,加盟独椒戏安义零售店,其他,南昌区域,独椒戏,独椒戏(南昌),正常营业,,加盟,,,,,,,,,,,1,
C12640,赣州赣鲜惠超市专柜店,江西公司,赣州战区,江西一区,赣州办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12641,珠海唐家港湾壹号专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,街铺,20991821,,,6016877196849,,,,,,1,是
C12642,吉安井大专柜店,江西公司,赣州战区,江西一区,吉安办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12643,樟树直属实验小学店,江西公司,南昌二战区,江西一区,丰新办,关店,专卖店,直营,街铺,20539517,515046163,,,,,7324609266642323491,3004453708995990534,,1,是
C12647,赣州水安康居百户超市专柜店,江西公司,赣州战区,江西一区,赣州办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12648,广州白云站店,广东公司,广州战区,广东省区,广佛办,正常营业,专卖店,加盟,高势能,,,,,,,,,,1,否
C12649,东营垦利区全福元店,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,19946071,1180543794,,6016773238849,,1563818665,,,,1,是
C12650,呼市新华广场店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,加盟,综合体,20197888,1184858419,15968036.0,6016774834849,,1622941982,7319362861296257061,,2025112011077000000113764149|xiniu_xgc_bgc,1,是
C12651,河南郑州多乐囤店,陕西公司,郑州战区,河南省区,郑州办,关店,渠道店,加盟,街铺,,,,,,,,,,1,否
C12652,枣庄薛城爱客天天永福北路店,浙江公司,青岛战区,山东省区,济南办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12653,宜春德和沁园店,江西公司,宜春战区,江西二区,宜春办,关店,专卖店,加盟,街铺,16256676,,16256676.0,6016781496849,,1406924564,7304106551340435482,3004365555594170940,,1,是
C12654,不使用,江西公司,宜春战区,江西二区,宜春办,关店,,加盟,,,,,6015145916849,190690.0,,6633868913081845767,,,1,是
C12655,宜春凤凰农贸市场店,江西公司,宜春战区,江西二区,宜春办,正常营业,专卖店,加盟,街铺,20624789,,16257112.0,6016781779849,,1497220804,7307510440890730522,3004384831025587521,2025111911077000000113693610|xiniu_xgc_bgc,1,是
C12656,九江德安宝塔新城店,江西公司,九江战区,江西二区,九江办,正常营业,专卖店,加盟,街铺,20531515,,,6017185296849,,694079753,7317879495434864677,,2025112011077000000113680764|xiniu_xgc_bgc,1,是
C12657,福州长乐区东湖数字小镇店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,街铺,19875540,1187620127,,6016774508849,,798327786,,,,1,是
C12658,惠州博罗长宁专卖店,广东公司,东莞战区,广东省区,东莞办,关店,专卖店,加盟,街铺,20030487,513504211,15968010.0,6016683041849,,1472986578,7307189885654288384,3004398967957464856,2025112011077000000113743642|xiniu_xgc_bgc,1,是
C12659,佛山容桂天佑城华润专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,街铺,19887874,1180892869,15124595.0,6016671617849,,184506998,6601224710833309710,3004398713035919920,,1,是
