门店ID,门店名称,分公司,战区,省区,办事处,门店状态,门店类型,加盟&直营,门店分类,美团id,饿了么id,京东秒送id,微盟小程序id,口碑id,美团团购id,抖音id,快手id,高德平台id,TCODE,是否能做线上
C12345,大连井西专柜店,陕西公司,沈阳战区,辽吉省区,大连办,关店,专柜店,加盟,特殊渠道,,,,,,,,,,1,是
C12346,河南郑州西亚斯学院店,陕西公司,郑州战区,河南省区,郑州办,关店,专卖店,加盟,特殊渠道,,,,,,,,,,1,是
C12347,河南郑州公园茂永辉店,陕西公司,郑州战区,河南省区,郑州办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12348,吉安阳明商城国光专柜店,江西公司,赣州战区,江西一区,吉安办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12349,吉安城建花园国光专柜店,江西公司,赣州战区,江西一区,吉安办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12350,甘肃天水秦安高铁站店,陕西公司,西安战区,陕西省区,兰州办,关店,专柜店,加盟,高势能,,,,,,,,,,1,否
C12351,陕西安康西服务区北区2店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,否
C12352,厦门翔安幸福超市专柜,江西公司,厦门战区,福建省区,闽南办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12353,龙岗天安云谷步行街专柜店,广东公司,深圳战区,广东省区,龙岗办,关店,专柜店,加盟,街铺,,,,,,,,,,1,否
C12355,直属大连高新万达金街店,陕西公司,沈阳战区,辽吉省区,大连办,关店,专卖店,直营,综合体,19364362,1174746755,15967928.0,6016574228849,,1975369595,7283044945111877643,3004189957655046748,,1,是
C12356,四川自贡北服务区1店,重庆公司,重庆战区,川渝省区,重庆办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,否
C12357,上饶幼师学院专柜店,江西公司,抚州战区,江西二区,上饶办,关店,专柜店,加盟,特殊渠道,,,,,,,,,,1,是
C12358,中山三角高平专卖店,广东公司,广州战区,广东省区,中珠办,关店,专柜店,加盟,街铺,,,,,,,,,,1,否
C12359,天津河东区卫国道店,陕西公司,北京战区,京津冀省区,天津办,关店,专卖店,加盟,交通枢纽,,,,6015120063849,,1204686624,7099263571818252302,3002900978025342097,,1,
C12361,大连金州瑞栢中心店,陕西公司,沈阳战区,辽吉省区,大连办,关店,专卖店,加盟,综合体,8745153,500958868.0,,6015116687849,322707,852330666.0,6881198841425692675,3002302076576507300,,1,
C12362,沈阳上亿荣昇店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,综合体,19561843,1177994717,,6016605146849,,1578094751,7298895173499488271,3004288655066636896,,1,是
C12363,四川威远广场街店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,街铺,19308149,1174921441,,,,,,,,1,是
C12365,昆山世茂大润发店,浙江公司,苏州战区,上海省区,上海一办,关店,专卖店,加盟,商超,19338765,,,6016587103849,,1910989853,7282589870517438504,3004223076609856830,,1,是
C12366,青岛市市南区奥帆中心店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12367,烟台市福山区德胜商城店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,街铺,19399023,512388490,,6016716363849,,773818971,7290836727927670836,,,1,是
C12368,日照万达店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,综合体,,,,,,,,,,1,否
C12369,鹰抚鹰潭五洲南路店,江西公司,抚州战区,江西一区,鹰抚办,关店,专卖店,加盟,街铺,19161398,1172616005,,6016496072849,,964152376,7279293670439553076,3004169273972042262,,1,是
C12370,直属莲塘团购,江西公司,南昌一战区,江西一区,南昌一办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,否
C12371,景德镇余干干越壹号店,江西公司,南昌二战区,江西二区,景德镇办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C12372,沈阳滑翔顺旺店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,综合体,19299499,1174911640,15905449.0,6016598427849,,177801563,7300037062252562472,6724909227911242840,,1,是
C12373,沈阳启工比优特店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,综合体,19450742,1178152685,,6016573670849,,175365295,6601207534965491719,6724909249746312945,,1,是
C12375,沈阳盛京大家庭店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,综合体,1177175320,1177175320,,,,,,,,1,是
C12376,遵义习水西城体育馆店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,街铺,19297853,1197865840,,6016578736849,,1291796729,7307865001853716516,,,1,是
C12377,直属海口国贸路店,广东公司,海口战区,海南办,海南办,关店,专卖店,直营,街铺,19156598,1172558485,15967924.0,6016649450849,,1412245086,7279270824358447104,,2025111911077000000113655694|xiniu_xgc_bgc,1,是
C12378,成都永辉大仓店,重庆公司,重庆战区,川渝省区,重庆办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,否
C12380,宜春万载工业园店铺,江西公司,宜春战区,江西二区,宜春办,关店,专卖店,加盟,特殊渠道,,,,6016781574849,,,7288539583497635894,,,1,是
C12381,钦州吾悦广场1号门店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,加盟,街铺,19279498,,,6016577823849,,886064907,7283441101766133821,,,1,是
C12382,广州新塘南丰吉店,广东公司,广州战区,广东省区,广佛办,正常营业,专卖店,加盟,高势能,,,,,,,,,,1,是
C12383,四川自贡北服务区二店,重庆公司,重庆战区,川渝省区,重庆办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,是
C12386,常州龙湖天街店,浙江公司,苏州战区,江苏省区,苏州办,关店,专卖店,加盟,综合体,,,,,,,,,,1,否
C12387,丰城富洲南路店,江西公司,南昌二战区,江西一区,丰新办,正常营业,专卖店,加盟,街铺,19313267,1172464131,16914095.0,6016572527849,,771619596,7282982771826362429,3004305561825618198,2025112011077000000113634778|xiniu_xgc_bgc,1,是
C12388,丰城凯旋公馆店,江西公司,南昌二战区,江西一区,丰新办,正常营业,专卖店,加盟,街铺,19251896,512043653,,6016571629849,,1993906439,7282969732305651752,3004305563505502013,2025112011077000000113761181|xiniu_xgc_bgc,1,是
C12389,丰城机关小区店,江西公司,南昌二战区,江西一区,丰新办,关店,专卖店,加盟,街铺,19251527,,,6016570976849,,1347253654,7282961604591749131,3004311319285179690,,1,是
C12391, 淄博张店区吾悦家家悦店,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,13854461,505752129,,6016580313849,,,,,,1,未知
C12392,南宁金湖广场水晶城店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,加盟,综合体,,,,,,,,,,1,否
C12393,嘉兴海盐芳满庭店,浙江公司,杭州战区,浙江省区,杭州办,关店,专卖店,加盟,街铺,19312297,512077384,,6016574816849,,1768588318,7282587265090455611,,,1,是
C12396,九江湖口石塘小区店,江西公司,九江战区,江西二区,九江办,正常营业,专卖店,加盟,街铺,19199032,,,6017195322849,,853412237,7279295807990270004,,2025112011077000000113661768|xiniu_xgc_bgc,1,是
C12397,广州新塘南博实美像店,广东公司,广州战区,广东省区,广佛办,正常营业,专卖店,加盟,高势能,,,,,,,,,,1,否
C12398,安徽颖上吾悦广场店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,加盟,综合体,19448441,512037738,,6016570293849,,582440540,7281093007254751268,,,1,是
C12399,赣州西域华城店,江西公司,赣州战区,江西一区,赣州办,关店,专卖店,加盟,街铺,20154784,,,6016782470849,,,7315240639795300404,,,1,是
C12400,佛冈鸿兴广场专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,商超,19834078,1175044573,16914094.0,6016673398849,,765037380,7307529852629583911,3004259520895459881,,1,是
C12401,青岛市市北和达中心店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C12402,宜春乐优购店铺,江西公司,宜春战区,江西二区,宜春办,关店,专卖店,加盟,街铺,19642989,512831719.0,,6016781399849,,,,,,1,是
C12403,肇庆四会龙甫服务区北区店,广东公司,广州战区,广东省区,广佛办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,否
C12405,肇庆四会龙甫服务区南区店,广东公司,广州战区,广东省区,广佛办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,否
C12406,滨州东服务区南区店,浙江公司,青岛战区,山东省区,济南办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,是
C12407,九江庐山服务区入口店,江西公司,九江战区,江西二区,九江办,正常营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,否
C12408,滨州东服务区北区店,浙江公司,青岛战区,山东省区,济南办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,是
C12409,滨州泊头服务区南区店,浙江公司,青岛战区,山东省区,济南办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,是
C12410,滨州泊头服务区北区店,浙江公司,青岛战区,山东省区,济南办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,是
C12411,济南历城区荣盛广场,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,,,,,,,,,,1,是
C12412,广州花都永利广场专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,商超,19660902,1177997352,,6016634072849,,995944504,7297505407956682788,3004243395928002642,,1,是
C12413,广州一里路商贸有限公司广州南站5店,广东公司,广州战区,广东省区,广佛办,正常营业,专卖店,加盟,高势能,,,,,,,,,,1,否
C12415,成都源益祥商贸有限公司,重庆公司,重庆战区,川渝省区,重庆办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,否
C12416,长春欧亚东盛3店,陕西公司,沈阳战区,辽吉省区,长春办,关店,专卖店,加盟,综合体,19086276,1198045298,15905527.0,6016595532849,,1774533080,7283045126081890358,2161914579260346887,,1,是
C12417,长沙城轨先锋站店,江西公司,长沙战区,湖南省区,长沙办,关店,专柜店,加盟,高势能,,,,,,,,,,1,否
C12418,四川乐至外西街店,重庆公司,重庆战区,川渝省区,重庆办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12419,直属永川华茂购物广场店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,直营,综合体,,,,,,,,,,1,否
C12420,南宁大塘服务区1店,广东公司,南宁战区,广西省区,南宁办,正常营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12421,南宁大塘服务区2店,广东公司,南宁战区,广西省区,南宁办,正常营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12422,泉州台商东园专卖,江西公司,厦门战区,福建省区,福州办,关店,专卖店,加盟,街铺,14583765,1101874963,15861065.0,6016772796849,180865,114405855,6601191880237516807,,,1,是
C12423,高安万象店,江西公司,南昌二战区,江西二区,宜春办,正常营业,专卖店,加盟,街铺,29507937,,,6017060083849,,1891775770,7288540669717514292,3004305085868348724,2025112011077000000113752261|xiniu_xgc_bgc,1,是
C12425,惠州三栋专卖店,广东公司,东莞战区,广东省区,惠汕办,关店,专卖店,加盟,街铺,19389443,520515616,15905509.0,6016587402849,,1166385236,7289722944568166459,3004260678532376636,2026031611077000000115370443|xiniu_xgc_bgc,1,是
C12426,韶关财富广场专卖店,广东公司,广州战区,广东省区,广佛办,待开业,,加盟,,,,,,,,,,,1,否
C12428,四川威远万达广场店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,综合体,19988665,,,,,,,,,1,是
C12436,台州天台新城专卖店,浙江公司,杭州战区,福建省区,浙南办,关店,专卖店,加盟,街铺,19304524,1174769688,,6016574639849,,727874676,7283788677665261583,3004185261219717711,,1,是
C12437,四川渠县地旺广场店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,综合体,19537019,,,6016636857849,,1392602110,7288988363963500563,,,1,是
C12438,抚南崇仁新天地,江西公司,抚州战区,江西一区,鹰抚办,正常营业,专卖店,加盟,街铺,19520217,,,6017185324849,,1909235249,7286659018309781567,,2026030411077000000115090718|xiniu_xgc_bgc,1,是
C12439,杭州集乡客,浙江公司,杭州战区,浙江省区,宁波办,关店,渠道店,加盟,特殊渠道,,,,,,,,,,1,否
C12440,厦门同安招商雍和府店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,街铺,19649170,1178336478,,6016630189849,,1938140782,7299276486983288847,,,1,是
C12441,汕尾海丰梅陇专卖店,广东公司,东莞战区,广东省区,惠汕办,关店,专卖店,加盟,街铺,19361685,512172230,,6016586606849,,1727474236,7287883878058952758,3004220994793738774,,1,是
C12442,杭州西湖池华街店,浙江公司,杭州战区,浙江省区,宁波办,关店,专卖店,加盟,交通枢纽,20203583,514135700,,6016716465849,,1012552584,7318282374429100068,,,1,是
C12443,青岛市市北科技街店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,街铺,19641323,512756653,,6016713888849,,865964679,7292219599758575656,,,1,是
C12445,韶关东站广场店,广东公司,广州战区,广东省区,广佛办,关店,专柜店,加盟,高势能,,,,,,,,,,1,否
C12446,佛山南海万达专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,综合体,19546382,1178174506,,6016632564849,,1589318588,7296397103146731559,3004483947451161439,,1,是
C12447,昆明世纪金源盒马专柜店,重庆公司,贵阳战区,云贵省区,昆明办,关店,专柜店,加盟,综合体,,,,,,,,,,1,否
C12448,莆田涵江水韵城专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,商超,20537495,1174881371,,6016578652849,,1736506775,7286388620687869989,,,1,是
C12449,莆田大路街专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,街铺,19429106,,,,,740941897,7289623531493525565,,,1,是
C12450,河南信阳西亚和美店,陕西公司,郑州战区,河南省区,郑州办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12451,长沙星沙龙塘保利店,江西公司,长沙战区,湖南省区,长沙办,关店,专卖店,加盟,街铺,19429291,512415112,,6016628336849,,1909051354,7290823287998547968,3004257476032108836,,1,是
C12452,景德镇景城名郡店(译翔丽),江西公司,九江战区,江西二区,景德镇办,正常营业,专卖店,加盟,街铺,19429787,512420317,17390525.0,6016623913849,,647708197,7289615927648192527,3004223727790430800,2025112011077000000113640799|xiniu_xgc_bgc,1,是
C12453,辽宁地推账号,陕西公司,沈阳战区,辽吉省区,沈阳办,暂停营业,,加盟,,,,,,,,,,,1,否
C12454,不使用,江西公司,南昌战区,江西一区,南昌一办,关店,,加盟,,,,,,,,,,,1,是
C12455,昌北机场豪士特远机位特产店,江西公司,南昌一战区,江西一区,南昌一办,关店,专柜店,加盟,高势能,,,,,,,,,,1,是
C12456,直属福州汇达广场专卖店,江西公司,福州战区,福建省区,直营组,关店,专卖店,直营,交通枢纽,21579274,514350270,,6016599464849,,1643519760,,,,1,是
C12457,河南南阳万悦城店,陕西公司,郑州战区,河南省区,河南外阜办,关店,专柜店,加盟,综合体,,,,,,,,,,1,是
C12458,平南中心广场店,广东公司,南宁战区,广西省区,柳桂办,关店,专卖店,加盟,综合体,19572228,,,6016592939849,,,7296438370652129314,,,1,是
C12459,东莞厚街中心大道专卖店,广东公司,东莞战区,广东省区,东莞办,关店,专卖店,加盟,街铺,19287745,512375234,,6016567200849,,1640732737,7280820738591606823,3002777848766440457,,1,是
C12460,直属重庆渝北两江春城店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,直营,街铺,19859945,1180951938,,6016578575849,,,7307504975486126131,,,1,是
C12461,上饶沙洲路店,江西公司,抚州战区,江西二区,上饶办,关店,专卖店,加盟,街铺,,,,6016781498849,,,7306345941731117090,,,1,是
C12462,上饶玉山樟村店,江西公司,抚州战区,江西二区,上饶办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C12463,四川蓬安相如街店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,街铺,19571643,12776851,,,,,,,,1,是
C12465,宁德福鼎沃尔玛专卖店,江西公司,福州战区,福建省区,浙南办,关店,专卖店,加盟,商超,19541037,1174904354,,,,,7299333783617013796,,,1,是
C12466,陕西安康宁陕服务区东区店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12467,山西长治景家庄店,陕西公司,西安战区,山西办,山西办,关店,专卖店,加盟,街铺,8172668,505961314,17146742.0,6016774789849,,1158235676,7310170350849886208,,,1,是
C12468,直属贵阳白云合力专卖店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,直营,街铺,,,,,,,,,,1,否
C12469,莆田黄石凤凰百货专卖店,江西公司,福州战区,福建省区,福州办,关店,专卖店,加盟,综合体,19569685,512428752,,6016578275849,,1719608405,7292967181476710435,,,1,是
C12470,红谷滩地铁大厦天虹店,江西公司,南昌一战区,江西一区,南昌一办,正常营业,专卖店,加盟,商超,20381006,,,6016945447849,,1653409723,7313812357220665382,,2025112011077000000113747602|xiniu_xgc_bgc,1,是
C12471,青岛市李沧达翁市场店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,街铺,19404406,1174757423,,,,,,,,1,是
C12472,青岛市崂山劲松七路店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,街铺,19310221,512096451,,6016713798849,,1099392121,7289312330012166200,,,1,是
C12473,陕西安康宁陕服务区西区店,陕西公司,西安战区,陕西省区,陕西外阜办,正常营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12475,西安临潼服务区北区店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12476,西安临潼服务区南区店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12477,云南大理古城店,重庆公司,贵阳战区,云贵省区,昆明办,关店,专卖店,加盟,交通枢纽,19366810,512951807,,6016577058849,,1062476367,7288148483704375351,,,1,是
C12478,青岛市市北嘉定路保利里院里店,浙江公司,青岛战区,山东省区,青岛办,关店,专卖店,加盟,街铺,,,,,,,,,,1,否
C12479,宝安新桥万科星城店,广东公司,深圳战区,广东省区,宝安办,正常营业,专卖店,加盟,街铺,19770840,1180767093,16130457.0,6016844307849,,725937557,7305252189595764736,3004293659455328564,2026031611077000000115263574|xiniu_xgc_bgc,1,是
C12480,宜春温汤新店,江西公司,宜春战区,江西二区,宜春办,正常营业,专卖店,加盟,交通枢纽,,,,6016781984849,,,7298911126048213044,,,1,是
C12481,济南槐荫区印象济南店,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,街铺,19388142,1175029315,,6016588804849,,,7291909744619423785,,,1,是
C12482,直属合肥中环城商业街店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,直营,街铺,19600036,512765017,15905469.0,6016606091849,,802126839,7296402149854939199,3004814764656335448,,1,是
C12483,甘肃陇南西和鼓楼街店,陕西公司,西安战区,陕西省区,兰州办,关店,专卖店,加盟,街铺,19548321,,,6016773214849,,,7294963771569768463,,,1,是
C12485,张家口五一广场店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,加盟,商超,19390436,512255014,16914076.0,6016629822849,,643579704,7295667480742070291,3004214714942662936,,1,是
C12486,昌北机场商贸有限公司,江西公司,南昌一战区,江西一区,南昌一办,关店,渠道店,加盟,高势能,,,,,,,,,,1,否
C12487,清远大润发专卖店,广东公司,广州战区,广东省区,广佛办,关店,专卖店,加盟,商超,,,,6016876977849,,,,,,1,是
C12488,大连庄河万达店,陕西公司,沈阳战区,辽吉省区,大连办,正常营业,专卖店,加盟,综合体,6776351,501120468,15967915.0,6015130705849,177508,193358266,6748028411714881544,6724909374521182836,2026031311077000000115377288|xiniu_xgc_bgc,1,是
C12489,宝安松岗吉祥路专卖店,广东公司,深圳战区,广东省区,宝安办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C12490,九江新五中加州风情店,江西公司,九江战区,江西二区,九江办,关店,专卖店,加盟,街铺,,,,6017188229849,,,7325161280291997733,3004459435672146183,,1,是
C12491,重庆北站专柜店,重庆公司,重庆战区,川渝省区,重庆办,关店,专柜店,加盟,高势能,,,,,,,,,,1,否
C12492,珠海东澳岛专卖店,广东公司,广州战区,广东省区,中珠办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12493,西安蓝田东服务区南区店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12495,西安蓝田东服务区北区店,陕西公司,西安战区,陕西省区,陕西外阜办,关店,专卖店,加盟,交通枢纽,,,,,,,,,,1,是
C12497,直属合肥国购广场购物中心店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,直营,综合体,20339985,514415372,15905453.0,6016651230849,,793974104,7323108053765752866,3004722114029230653,,1,是
C12498,朝阳国贸天琴湾店,江西公司,南昌一战区,江西二区,南昌三办,关店,专卖店,加盟,街铺,,,,,,1200259002,7306343735905519666,3004359799668513321,,1,是
C12499,遵义习水娄山南路店,重庆公司,贵阳战区,云贵省区,遵义办,关店,专卖店,加盟,街铺,19573587,1197860884,,6016638739849,,,7304855997226190860,,,1,是
C12500,河源连平北服务区店,广东公司,东莞战区,广东省区,惠汕办,正常营业,经销,加盟,交通枢纽,,,,,,,,,,1,是
C12501,河源连平南服务区店,广东公司,东莞战区,广东省区,惠汕办,关店,专柜店,加盟,交通枢纽,,,,,,,,,,1,是
C12502,沈阳永盛购物广场店,陕西公司,沈阳战区,辽吉省区,沈阳办,关店,专卖店,加盟,综合体,19450713,1174912884,,,,553608563,7289359342397032463,3004232197218014508,,1,是
C12503,龙岩新罗九一南路店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,街铺,19483767,1177104726,,6016610019849,,780390472,7291848538600769562,3004317487993399385,,1,是
C12505,青云谱博泰生命树店,江西公司,南昌一战区,江西二区,南昌二办,正常营业,专卖店,加盟,街铺,21214877,512977554,16189121.0,6017139344849,,1750483348,7299364308192856079,3004308675036188978,2025111911077000000113756155|xiniu_xgc_bgc,1,是
C12506,南宁西南商都店,广东公司,南宁战区,广西省区,南宁办,关店,专柜店,加盟,综合体,19915101,,,6016636911849,,1033443329,7287438244646488127,,,1,是
C12507,厦门机场泊寓专柜,江西公司,厦门战区,福建省区,闽南办,关店,专柜店,加盟,高势能,,,,,,,,,,1,是
C12508,海口鹏晖福联顺专卖店,广东公司,海口战区,海南办,海南办,关店,专卖店,加盟,街铺,17812251,1155479610,15968027.0,6016659211849,,1909934671.0,7290455473310926911,,,1,是
C12509,景德镇方家山日新店,江西公司,九江战区,江西二区,景德镇办,暂停营业,专卖店,加盟,商超,19582934,512527673,17390626.0,6016634073849,,1373461498,7296741831398656000,,2025112011077000000113621825|xiniu_xgc_bgc,1,是
C12510,南宁良庆区百佳华店,广东公司,南宁战区,广西省区,南宁办,关店,专卖店,加盟,综合体,4335444,161619147,,6016578465849,,157115883,7286397331954468901,,,1,是
C12511,上海华光生活广场店,浙江公司,上海战区,上海省区,上海一办,关店,专卖店,加盟,街铺,,,,,,,,,,1,是
C12512,惠州北二店,广东公司,东莞战区,广东省区,东莞办,关店,专柜店,加盟,高势能,,,,,,,,,,1,是
C12513,直属重庆大足圣迹西路店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,直营,街铺,19536739,,,,,,,,,1,是
C12515,北京顺义区欧陆广场店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,加盟,商超,19819214,513018715,,6016774833849,,1236801076,7307182133045364736,,,1,是
C12516,高安德清店铺,江西公司,南昌二战区,江西二区,宜春办,关店,专卖店,加盟,街铺,,,,,,1773233452,cover_C12516_7291186243935684671,3004311317828211297,,1,是
C12517,惠州南城美惠一店,广东公司,东莞战区,广东省区,东莞办,关店,专柜店,加盟,高势能,,,,,,,,,,1,是
C12518,惠州南城美惠二店,广东公司,东莞战区,广东省区,东莞办,关店,专柜店,加盟,高势能,,,,,,,,,,1,是
C12519,鹰抚鹰潭中央星城店,江西公司,抚州战区,江西一区,鹰抚办,关店,专卖店,加盟,街铺,19391859,,,,,,7288542109408167947,,,1,是
C12520,青岛市黄岛中铁博览城店,浙江公司,青岛战区,山东省区,青岛办,关店,专柜店,加盟,街铺,,,,,,,,,,1,否
C12521,福州爱摩轮商业广场店,江西公司,福州战区,福建省区,福州办,关店,专柜店,加盟,交通枢纽,19721880,,,,,1219638834,,,,1,是
C12522,吉安鼎泰国光专柜店,江西公司,赣州战区,江西一区,吉安办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12523,赣州九铭广场专柜店,江西公司,赣州战区,江西一区,赣州办,关店,专柜店,加盟,商超,,,,,,,,,,1,否
C12524,不使用,江西公司,赣州战区,江西一区,赣州办,关店,,加盟,,,,,,,,,,,1,否
C12525,赣州宝能太古城店,江西公司,赣州战区,江西一区,赣州办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12526,长沙火车站3店,江西公司,长沙战区,湖南省区,长沙办,关店,专卖店,加盟,高势能,19509040,1176216681.0,,,,,7294819358381967387,,,1,是
C12527,宁德霞浦站店,江西公司,福州战区,福建省区,福州办,关店,专柜店,加盟,高势能,,,,,,,,,,1,否
C12532,南山区豪芳花园专柜店,广东公司,深圳战区,广东省区,宝安办,关店,专柜店,加盟,街铺,,,,,,,,,,1,是
C12533,北京千禧购物中心店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,加盟,商超,9666941,501929166,,6015116864849,320796,993088008,7054735633675192328,3002327687746856367,,1,是
C12534,不使用门店,陕西公司,北京战区,京津冀省区,北京办,待开业,,加盟,,,,,,,,,,,1,是
C12535,北京槐房万达广场店,陕西公司,北京战区,京津冀省区,北京办,关店,专卖店,加盟,综合体,19636751,1178351318,,6016635237849,,,7296691198582851623,3004286073028252197,,1,是
C12537,海南莲花服务区店,广东公司,海口战区,海南办,海南办,正常营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,否
C12538,海南定安服务区店,广东公司,海口战区,海南办,海南办,正常营业,专卖店,加盟,交通枢纽,,,,,,,,,,1,否
C12539,龙岗中心城万科广场专卖店,广东公司,深圳战区,广东省区,龙岗办,关店,专卖店,加盟,综合体,19696032,512819213,,6016681597849,,1287477846,7295613868737300516,3004305675907932746,,1,是
C12540,安徽合肥市四牌楼商业街店,浙江公司,苏州战区,安徽办,安徽办,关店,专卖店,加盟,街铺,,,,,,,,,,1,否
C12542,济南历下区全运村银座店,浙江公司,青岛战区,山东省区,济南办,关店,专柜店,加盟,商超,,,,,,,,,,1,是
C12543,厦门海沧禹州尊海店,江西公司,厦门战区,福建省区,闽南办,关店,专卖店,加盟,街铺,19561351,512561901,,,,,7294448804525246498,,,1,是
C12544, 不使用门店,重庆公司,重庆战区,川渝省区,重庆办,正常营业,,直营,,,,,,,,,,,1,否
C12545,重庆战区地推账号,重庆公司,重庆战区,川渝省区,重庆办,关店,渠道店,直营,特殊渠道,,,,,,,,,,1,否
C12546,济南槐荫区世购店,浙江公司,青岛战区,山东省区,济南办,关店,专卖店,加盟,商超,19594635,1180599128,,6016913720849,,,7307832443292092470,,,1,是
C12547,直属贵阳观山湖万达广场店,重庆公司,贵阳战区,云贵省区,贵阳办,关店,专卖店,直营,综合体,20095053,,,6016637957849,,660997244,7308650147284518931,,,1,是
C12548,九江柴桑区凯旋春天店,江西公司,九江战区,江西二区,九江办,正常营业,专卖店,加盟,街铺,19674010,1178303886,,6016941498849,,1649143226,7293399877160011776,3004300123340087905,2025112011077000000113650813|xiniu_xgc_bgc,1,是
C12549,贵阳战区地推账号,重庆公司,贵阳战区,川渝省区,重庆办,关店,渠道店,直营,特殊渠道,,,,,,,,,,1,否
C12550,四川仪陇人民路店,重庆公司,重庆战区,川渝省区,重庆办,关店,专卖店,加盟,街铺,19648763,,,,,,,,,1,是
